"CpG_pos","Coefficient","CpG_pos_hg19"
"chr16:69645016:69645017",-0.012002895,"chr16:69678919:69678920"
"chr12:72237598:72237599",0.012002211,"chr12:72631378:72631379"
"chr8:142572837:142572838",-0.011995977,"chr8:143654198:143654199"
"chr13:21479827:21479828",-0.011981962,"chr13:22053966:22053967"
"chr1:30650925:30650926",-0.011978522,"chr1:31123772:31123773"
"chr1:115564495:115564496",0.011978348,"chr1:116107116:116107117"
"chr13:83184300:83184301",0.011964097,"chr13:83758435:83758436"
"chr11:18540069:18540070",-0.011957623,"chr11:18561616:18561617"
"chr2:190875804:190875805",-0.01194783,"chr2:191740530:191740531"
"chr13:85091662:85091663",-0.011939982,"chr13:85665797:85665798"
"chr6:100987770:100987771",0.011936888,"chr6:101435646:101435647"
"chr3:197780785:197780786",-0.011935582,"chr3:197507656:197507657"
"chr4:26912230:26912231",0.011919829,"chr4:26913852:26913853"
"chr5:144774388:144774389",-0.01191704,"chr5:144153951:144153952"
"chr17:47339927:47339928",-0.01191577,"chr17:45417293:45417294"
"chr17:9109037:9109038",-0.011915292,"chr17:9012354:9012355"
"chr2:191067334:191067335",0.011912628,"chr2:191932060:191932061"
"chr6:143502479:143502480",0.011901538,"chr6:143823616:143823617"
"chr4:155789601:155789602",-0.011900793,"chr4:156710753:156710754"
"chr10:114042827:114042828",0.011895219,"chr10:115802586:115802587"
"chr14:32075274:32075275",-0.011886263,"chr14:32544480:32544481"
"chr12:101324024:101324025",0.011880698,"chr12:101717802:101717803"
"chr1:143327516:143327517",0.011878714,"chr2:87576033:87576034"
"chr17:67300885:67300886",0.01187757,"chr17:65297001:65297002"
"chr6:5628044:5628045",0.01187756,"chr6:5628277:5628278"
"chr10:13527700:13527701",-0.011872254,"chr10:13569700:13569701"
"chr5:165174799:165174800",-0.011870164,"chr5:164601805:164601806"
"chr10:5637834:5637835",0.011867764,"chr10:5679797:5679798"
"chr18:60147531:60147532",0.011857761,"chr18:57814763:57814764"
"chr13:70620312:70620313",-0.011852106,"chr13:71194444:71194445"
"chr12:106596321:106596322",-0.011841353,"chr12:106990099:106990100"
"chr2:163685795:163685796",0.011833107,"chr2:164542305:164542306"
"chr6:140441913:140441914",-0.011820172,"chr6:140763050:140763051"
"chr3:127892662:127892663",-0.011808144,"chr3:127611505:127611506"
"chr22:34847335:34847336",-0.011803449,"chr22:35243326:35243327"
"chr4:75995910:75995911",-0.011801916,"chr4:76917063:76917064"
"chr12:125218330:125218331",-0.011800614,"chr12:125702876:125702877"
"chr9:14350297:14350298",0.011799673,"chr9:14350296:14350297"
"chr19:30649841:30649842",-0.011798483,"chr19:31140748:31140749"
"chr2:163623018:163623019",0.011781728,"chr2:164479528:164479529"
"chr6:83854429:83854430",0.011778223,"chr6:84564148:84564149"
"chr7:19880873:19880874",0.011770472,"chr7:19920496:19920497"
"chr18:7738676:7738677",-0.011765817,"chr18:7738674:7738675"
"chr15:94765291:94765292",0.011750696,"chr15:95308520:95308521"
"chr19:42556220:42556221",0.011726066,"chr19:43060372:43060373"
"chr8:80613306:80613307",-0.011719392,"chr8:81525541:81525542"
"chr19:10423023:10423024",-0.011713635,"chr19:10533699:10533700"
"chr1:78010093:78010094",-0.011710031,"chr1:78475777:78475778"
"chr16:62028753:62028754",-0.011708173,"chr16:62062657:62062658"
"chr8:73198082:73198083",0.011692739,"chr8:74110317:74110318"
"chr2:163621523:163621524",0.011674397,"chr2:164478033:164478034"
"chr10:27708886:27708887",-0.011669416,"chr10:27997815:27997816"
"chr10:35423345:35423346",-0.011641931,"chr10:35712273:35712274"
"chr1:224487304:224487305",0.011636146,"chr1:224675006:224675007"
"chr15:95741927:95741928",-0.011634157,"chr15:96285156:96285157"
"chr8:26515390:26515391",0.011629082,"chr8:26372906:26372907"
"chr3:150050866:150050867",0.011623732,"chr3:149768653:149768654"
"chr10:81411009:81411010",-0.011621845,"chr10:83170765:83170766"
"chr17:49942977:49942978",-0.011619222,"chr17:48020341:48020342"
"chr6:145205837:145205838",-0.011600155,"chr6:145526973:145526974"
"chr14:24864452:24864453",0.011589588,"chr14:25333658:25333659"
"chr2:179445544:179445545",-0.011589506,"chr2:180310271:180310272"
"chr6:152982009:152982010",0.011588108,"chr6:153303144:153303145"
"chr19:2896904:2896905",0.011585674,"chr19:2896902:2896903"
"chr5:84729585:84729586",-0.011573387,"chr5:84025403:84025404"
"chr20:4673890:4673891",-0.011562231,"chr20:4654536:4654537"
"chr2:81217409:81217410",-0.011554643,"chr2:81444533:81444534"
"chr22:28581356:28581357",0.011544173,"chr22:28977344:28977345"
"chr2:176082594:176082595",0.011544083,"chr2:176947322:176947323"
"chr6:100455049:100455050",0.011529513,"chr6:100902925:100902926"
"chr16:64111402:64111403",0.011525117,"chr16:64145306:64145307"
"chr9:87725348:87725349",-0.01152273,"chr9:90340263:90340264"
"chr11:132357857:132357858",-0.011518997,"chr11:132227751:132227752"
"chr1:181645260:181645261",-0.011515164,"chr1:181614396:181614397"
"chr15:96410072:96410073",0.011510966,"chr15:96953302:96953303"
"chr4:45773180:45773181",0.011484337,"chr4:45775197:45775198"
"chr12:14488699:14488700",0.011477107,"chr12:14641633:14641634"
"chr3:113441741:113441742",0.011470156,"chr3:113160588:113160589"
"chr6:14029829:14029830",-0.011468281,"chr6:14030060:14030061"
"chr5:139930517:139930518",0.01146762,"chr5:139310102:139310103"
"chr5:172136591:172136592",0.011449563,"chr5:171563595:171563596"
"chr5:163049663:163049664",-0.011440544,"chr5:162476669:162476670"
"chr12:14649764:14649765",-0.011435538,"chr12:14802698:14802699"
"chr5:175088365:175088366",-0.011429443,"chr5:174515368:174515369"
"chr2:197645724:197645725",-0.011429227,"chr2:198510448:198510449"
"chr11:106004623:106004624",0.011426762,"chr11:105875350:105875351"
"chr3:95536361:95536362",0.011426762,"chr3:95255205:95255206"
"chr10:49722924:49722925",-0.011426672,"chr10:50930970:50930971"
"chr19:34794524:34794525",-0.01142136,"chr19:35285428:35285429"
"chr2:163638214:163638215",0.011391368,"chr2:164494724:164494725"
"chr10:132652804:132652805",-0.011387981,"chr10:134466308:134466309"
"chr15:46238562:46238563",-0.011387018,"chr15:46530760:46530761"
"chr14:98888232:98888233",0.01137907,"chr14:99354569:99354570"
"chr6:92913664:92913665",-0.011373532,"chr6:93623382:93623383"
"chr2:70948163:70948164",-0.01136565,"chr2:71175293:71175294"
"chr9:129730331:129730332",-0.011358854,"chr9:132492610:132492611"
"chr2:30698734:30698735",-0.011357611,"chr2:30921600:30921601"
"chr2:106689917:106689918",0.011353547,"chr2:107306373:107306374"
"chr8:19940699:19940700",0.01134944,"chr8:19798210:19798211"
"chr2:80304041:80304042",0.011340594,"chr2:80531166:80531167"
"chr2:163690982:163690983",-0.011336876,"chr2:164547492:164547493"
"chr13:49257798:49257799",-0.01133403,"chr13:49831934:49831935"
"chr22:35399609:35399610",0.011322276,"chr22:35795602:35795603"
"chr20:50179160:50179161",-0.011297604,"chr20:48795697:48795698"
"chr2:163698190:163698191",0.011297389,"chr2:164554700:164554701"
"chr12:82144295:82144296",-0.011296632,"chr12:82538074:82538075"
"chr11:68328298:68328299",0.01126902,"chr11:68095766:68095767"
"chr14:37587815:37587816",0.011268922,"chr14:38057020:38057021"
"chr2:104952580:104952581",-0.011253825,"chr2:105569038:105569039"
"chr8:30016409:30016410",-0.011243255,"chr8:29873925:29873926"
"chr2:163905417:163905418",0.011242107,"chr2:164761927:164761928"
"chr6:26225783:26225784",0.011240012,"chr6:26226011:26226012"
"chr8:125339766:125339767",0.011234126,"chr8:126352008:126352009"
"chr17:67852181:67852182",0.011232131,"chr17:65848297:65848298"
"chr13:30847913:30847914",0.011228519,"chr13:31422050:31422051"
"chr8:14421730:14421731",-0.01122527,"chr8:14279239:14279240"
"chr2:170267767:170267768",-0.011223488,"chr2:171124277:171124278"
"chr11:22371073:22371074",0.011207986,"chr11:22392619:22392620"
"chr20:14508346:14508347",-0.011206421,"chr20:14488992:14488993"
"chr11:114039235:114039236",-0.011191219,"chr11:113909957:113909958"
"chr10:112325524:112325525",-0.011167361,"chr10:114085282:114085283"
"chr3:45890083:45890084",0.011158195,"chr3:45931575:45931576"
"chr5:30743195:30743196",-0.011149952,"chr5:30743302:30743303"
"chr1:5144259:5144260",-0.011149864,"chr1:5204319:5204320"
"chr5:178859653:178859654",-0.011145171,"chr5:178286654:178286655"
"chr5:77877318:77877319",-0.011139809,"chr5:77173142:77173143"
"chr4:108828824:108828825",-0.011137671,"chr4:109749980:109749981"
"chr7:2416619:2416620",0.01112103,"chr7:2456254:2456255"
"chr2:24261461:24261462",0.011106297,"chr2:24484330:24484331"
"chr5:37762207:37762208",-0.01110015,"chr5:37762309:37762310"
"chr8:42171336:42171337",-0.01109226,"chr8:42028854:42028855"
"chr18:13506202:13506203",0.011090172,"chr18:13506201:13506202"
"chr19:58499863:58499864",0.011075935,"chr19:59011230:59011231"
"chr6:13496230:13496231",-0.011074781,"chr6:13496462:13496463"
"chr1:1959325:1959326",-0.011062254,"chr1:1890764:1890765"
"chr9:108761805:108761806",-0.011060167,"chr9:111524085:111524086"
"chr7:131323984:131323985",-0.011049217,"chr7:131008743:131008744"
"chr17:74944585:74944586",-0.011032217,"chr17:72940680:72940681"
"chr10:26220161:26220162",0.01101776,"chr10:26509090:26509091"
"chr6:13726389:13726390",0.011015896,"chr6:13726621:13726622"
"chr11:133576029:133576030",0.011004497,"chr11:133445924:133445925"
"chr1:193463111:193463112",-0.011004354,"chr1:193432241:193432242"
"chr20:25360788:25360789",0.010994874,"chr20:25341424:25341425"
"chr9:32521099:32521100",-0.010994007,"chr9:32521097:32521098"
"chr20:46131614:46131615",-0.010992394,"chr20:44760253:44760254"
"chr10:37942127:37942128",0.010991974,"chr10:38231055:38231056"
"chr10:22318463:22318464",-0.010988899,"chr10:22607392:22607393"
"chr8:101822193:101822194",-0.010965661,"chr8:102834421:102834422"
"chr2:230723287:230723288",0.010964005,"chr2:231588002:231588003"
"chr9:130012670:130012671",-0.010951293,"chr9:132774949:132774950"
"chr2:96920715:96920716",-0.010945477,"chr2:97586452:97586453"
"chr1:215369920:215369921",-0.010941868,"chr1:215543263:215543264"
"chr14:64542450:64542451",0.010940762,"chr14:65009168:65009169"
"chr8:40508007:40508008",0.010932819,"chr8:40365526:40365527"
"chr1:43763084:43763085",-0.01092823,"chr1:44228755:44228756"
"chr7:122671629:122671630",0.010919832,"chr7:122311683:122311684"
"chr12:87662055:87662056",-0.010893233,"chr12:88055832:88055833"
"chr4:186320536:186320537",-0.010884883,"chr4:187241690:187241691"
"chr9:21967988:21967989",0.010883305,"chr9:21967987:21967988"
"chr12:121141272:121141273",-0.010866971,"chr12:121579075:121579076"
"chr9:35955044:35955045",-0.010865421,"chr9:35955041:35955042"
"chr5:79774120:79774121",-0.010863859,"chr5:79069943:79069944"
"chr2:225000423:225000424",0.010860799,"chr2:225865140:225865141"
"chr13:83909279:83909280",0.010860711,"chr13:84483414:84483415"
"chr17:52182205:52182206",0.010853419,"chr17:50259565:50259566"
"chr2:182695529:182695530",0.010839178,"chr2:183560256:183560257"
"chr12:85468992:85468993",0.010837592,"chr12:85862770:85862771"
"chr6:20737572:20737573",0.010827123,"chr6:20737803:20737804"
"chr20:56614956:56614957",0.010816272,"chr20:55190012:55190013"
"chr14:23096639:23096640",0.010801566,"chr14:23565848:23565849"
"chr3:22960224:22960225",-0.010800969,"chr3:23001715:23001716"
"chr12:95761622:95761623",-0.010799767,"chr12:96155400:96155401"
"chr19:11535845:11535846",0.01079925,"chr19:11646660:11646661"
"chr2:163561369:163561370",0.01079508,"chr2:164417879:164417880"
"chr3:147356504:147356505",0.010783915,"chr3:147074291:147074292"
"chr2:38260720:38260721",-0.010782855,"chr2:38487862:38487863"
"chr6:19836726:19836727",0.010774462,"chr6:19836957:19836958"
"chr4:181308194:181308195",-0.010771447,"chr4:182229347:182229348"
"chr7:90402035:90402036",-0.010766636,"chr7:90031349:90031350"
"chr11:70689319:70689320",0.010761348,"chr11:70535424:70535425"
"chr5:67044749:67044750",0.010760512,"chr5:66340577:66340578"
"chr3:89631044:89631045",-0.01075814,"chr3:89680194:89680195"
"chr19:50605312:50605313",-0.010755559,"chr19:51108569:51108570"
"chr9:37036169:37036170",0.010747875,"chr9:37036166:37036167"
"chr6:65536160:65536161",0.010742629,"chr6:66246053:66246054"
"chr1:224652134:224652135",-0.010738607,"chr1:224839836:224839837"
"chr17:63852811:63852812",-0.010737516,"chr17:61930171:61930172"
"chr20:17012414:17012415",-0.010736122,"chr20:16993059:16993060"
"chr2:3913291:3913292",0.01072864,"chr2:3960881:3960882"
"chr1:222645042:222645043",-0.010721818,"chr1:222818384:222818385"
"chr8:24917499:24917500",0.010714018,"chr8:24775012:24775013"
"chr12:96420336:96420337",-0.010711731,"chr12:96814114:96814115"
"chr3:130764496:130764497",-0.010702687,"chr3:130483340:130483341"
"chr20:43600327:43600328",-0.010697112,"chr20:42228967:42228968"
"chr7:122521201:122521202",0.010696381,"chr7:122161255:122161256"
"chr2:163669677:163669678",0.010693958,"chr2:164526187:164526188"
"chr6:26311527:26311528",0.01069231,"chr6:26311755:26311756"
"chr1:246903769:246903770",-0.010674689,"chr1:247067071:247067072"
"chr10:91297814:91297815",-0.010671845,"chr10:93057571:93057572"
"chr2:11114129:11114130",0.01064931,"chr2:11254255:11254256"
"chr4:133157860:133157861",-0.010642573,"chr4:134079015:134079016"
"chr5:147370311:147370312",-0.010642094,"chr5:146749874:146749875"
"chr4:161408261:161408262",-0.010636711,"chr4:162329413:162329414"
"chr15:90362095:90362096",-0.010632596,"chr15:90905327:90905328"
"chr4:142398856:142398857",-0.010629501,"chr4:143320009:143320010"
"chr2:14227135:14227136",0.010619445,"chr2:14367259:14367260"
"chr4:107075250:107075251",-0.010613567,"chr4:107996407:107996408"
"chr7:98490781:98490782",-0.010613239,"chr7:98120093:98120094"
"chr17:59154061:59154062",0.010599058,"chr17:57231422:57231423"
"chr21:15095972:15095973",-0.010595447,"chr21:16468293:16468294"
"chr13:72651506:72651507",0.010590219,"chr13:73225644:73225645"
"chr18:57431638:57431639",0.010589661,"chr18:55098870:55098871"
"chr2:163733757:163733758",-0.010589295,"chr2:164590267:164590268"
"chr3:81241638:81241639",-0.01058268,"chr3:81290789:81290790"
"chr3:117896425:117896426",-0.0105789,"chr3:117615272:117615273"
"chr19:10543388:10543389",-0.010577433,"chr19:10654064:10654065"
"chr8:60708475:60708476",-0.010553549,"chr8:61621034:61621035"
"chr3:122093367:122093368",-0.010548793,"chr3:121812214:121812215"
"chr11:6384735:6384736",0.010548732,"chr11:6405965:6405966"
"chr19:42735612:42735613",-0.0105388,"chr19:43239764:43239765"
"chr14:39116074:39116075",-0.01051381,"chr14:39585278:39585279"
"chr2:133950760:133950761",0.010511644,"chr2:134708331:134708332"
"chr18:38804245:38804246",-0.010506548,"chr18:36384209:36384210"
"chr19:38492573:38492574",0.010496135,"chr19:38983213:38983214"
"chr3:193035881:193035882",-0.010492276,"chr3:192753670:192753671"
"chr18:58649997:58649998",-0.010484601,"chr18:56317229:56317230"
"chr1:236449898:236449899",-0.010482532,"chr1:236613198:236613199"
"chr1:16063902:16063903",-0.010474127,"chr1:16390397:16390398"
"chr3:9875202:9875203",-0.010469817,"chr3:9916886:9916887"
"chr1:218346748:218346749",0.010469776,"chr1:218520090:218520091"
"chr14:57634465:57634466",-0.010463814,"chr14:58101183:58101184"
"chr1:216118137:216118138",-0.010452742,"chr1:216291479:216291480"
"chr13:49685522:49685523",0.010451529,"chr13:50259658:50259659"
"chr17:60055726:60055727",0.010449815,"chr17:58133087:58133088"
"chr21:44785984:44785985",-0.010449435,"chr21:46205899:46205900"
"chr2:22618151:22618152",-0.010447067,"chr2:22841023:22841024"
"chr15:65314827:65314828",-0.010424738,"chr15:65607165:65607166"
"chr3:68878240:68878241",-0.010424287,"chr3:68927391:68927392"
"chr5:5919664:5919665",-0.010412914,"chr5:5919777:5919778"
"chr16:65830749:65830750",0.010412042,"chr16:65864652:65864653"
"chr18:32072394:32072395",-0.010411996,"chr18:29652357:29652358"
"chr9:83823077:83823078",0.010405505,"chr9:86437992:86437993"
"chr6:57820112:57820113",0.010400553,NA
"chr15:98754185:98754186",-0.010400517,"chr15:99297414:99297415"
"chr1:90717510:90717511",0.010396126,"chr1:91183067:91183068"
"chr7:33503465:33503466",-0.010388654,"chr7:33543077:33543078"
"chr9:115653503:115653504",-0.010387874,"chr9:118415782:118415783"
"chr6:129253108:129253109",0.010387331,"chr6:129574253:129574254"
"chr10:118116969:118116970",0.010383104,"chr10:119876480:119876481"
"chr11:59559654:59559655",0.010378291,"chr11:59327127:59327128"
"chr7:93921316:93921317",-0.010362517,"chr7:93550628:93550629"
"chr3:174103413:174103414",0.010361934,"chr3:173821203:173821204"
"chr14:74303578:74303579",-0.010356352,"chr14:74770281:74770282"
"chr15:41659885:41659886",0.010355101,"chr15:41952083:41952084"
"chr1:238696649:238696650",-0.01035002,"chr1:238859949:238859950"
"chr20:9838000:9838001",0.01034556,"chr20:9818648:9818649"
"chr17:75777819:75777820",-0.010344437,"chr17:73773900:73773901"
"chr8:116948922:116948923",0.010343378,"chr8:117961161:117961162"
"chr18:33049848:33049849",-0.010339632,"chr18:30629812:30629813"
"chr2:30209001:30209002",-0.0103327,"chr2:30431867:30431868"
"chr15:97046289:97046290",0.010327958,"chr15:97589519:97589520"
"chr8:100143832:100143833",-0.010327579,"chr8:101156060:101156061"
"chr21:25088397:25088398",-0.010324722,"chr21:26460710:26460711"
"chr13:33326056:33326057",0.01032381,"chr13:33900193:33900194"
"chr3:40856402:40856403",0.010319434,"chr3:40897893:40897894"
"chr7:149415425:149415426",0.010313162,"chr7:149112516:149112517"
"chr22:11628460:11628461",0.010310495,NA
"chr5:66889159:66889160",-0.010310338,"chr5:66184987:66184988"
"chr6:27313163:27313164",-0.010283453,"chr6:27280942:27280943"
"chr6:143210753:143210754",0.010280982,"chr6:143531890:143531891"
"chr6:43094109:43094110",-0.010271942,"chr6:43061847:43061848"
"chr16:8541477:8541478",-0.010266639,"chr16:8591479:8591480"
"chr3:44170790:44170791",-0.010263032,"chr3:44212282:44212283"
"chr18:38972102:38972103",-0.010263029,"chr18:36552066:36552067"
"chr1:171743163:171743164",-0.010262781,"chr1:171712303:171712304"
"chr7:24283399:24283400",0.010259378,"chr7:24323018:24323019"
"chr11:91066812:91066813",-0.010255107,"chr11:90799980:90799981"
"chr7:134547443:134547444",-0.010235478,"chr7:134232195:134232196"
"chr4:62399536:62399537",-0.010219569,"chr4:63265254:63265255"
"chr3:74495261:74495262",-0.010212871,"chr3:74544412:74544413"
"chr17:6816693:6816694",-0.010208033,"chr17:6720012:6720013"
"chr19:16447894:16447895",0.010199345,"chr19:16558705:16558706"
"chr9:128621748:128621749",-0.010197196,"chr9:131384027:131384028"
"chr1:224430190:224430191",-0.010191059,"chr1:224617892:224617893"
"chr20:31636792:31636793",-0.010191038,"chr20:30224595:30224596"
"chr19:50660703:50660704",0.01018369,"chr19:51163960:51163961"
"chr17:47225343:47225344",-0.010173221,"chr17:45302709:45302710"
"chr3:54609608:54609609",0.010172698,"chr3:54643635:54643636"
"chr7:116215491:116215492",0.010168439,"chr7:115855545:115855546"
"chr8:119883423:119883424",-0.010146343,"chr8:120895663:120895664"
"chr6:83854482:83854483",0.010139748,"chr6:84564201:84564202"
"chr22:41223085:41223086",-0.010130938,"chr22:41619089:41619090"
"chr17:73255377:73255378",-0.010125162,"chr17:71251516:71251517"
"chr12:24230594:24230595",-0.010121837,"chr12:24383528:24383529"
"chr7:46344309:46344310",-0.010117197,"chr7:46383907:46383908"
"chr18:63576818:63576819",0.010116521,"chr18:61244051:61244052"
"chr15:36401743:36401744",-0.010116173,"chr15:36693944:36693945"
"chr20:23082314:23082315",0.010112346,"chr20:23062951:23062952"
"chr1:89064800:89064801",-0.010102098,"chr1:89530483:89530484"
"chr19:34734703:34734704",0.010099375,"chr19:35225608:35225609"
"chr17:3476237:3476238",-0.010089573,"chr17:3379531:3379532"
"chr9:72366220:72366221",0.010080817,"chr9:74981136:74981137"
"chr13:57843796:57843797",-0.010075825,"chr13:58417930:58417931"
"chr9:101853054:101853055",-0.010069805,"chr9:104615336:104615337"
"chr14:21866061:21866062",-0.010047238,"chr14:22334242:22334243"
"chr4:144107646:144107647",-0.010046297,"chr4:145028799:145028800"
"chr3:168806137:168806138",-0.010038449,"chr3:168523925:168523926"
"chr20:14085144:14085145",0.010036452,"chr20:14065790:14065791"
"chr11:132127306:132127307",-0.010015389,"chr11:131997200:131997201"
"chr3:78845945:78845946",-0.010013723,"chr3:78895095:78895096"
"chr15:64507903:64507904",-0.010013377,"chr15:64800102:64800103"
"chr3:152887722:152887723",-0.010003986,"chr3:152605511:152605512"
"chr19:21854640:21854641",0.010001617,"chr19:22037442:22037443"
"chr12:23098867:23098868",0.009937625,"chr12:23251801:23251802"
"chr1:35451218:35451219",-0.009923384,"chr1:35916819:35916820"
"chr9:8856683:8856684",0.009917818,"chr9:8856683:8856684"
"chr7:129271620:129271621",-0.009917356,"chr7:128911461:128911462"
"chr20:46252875:46252876",-0.009916008,"chr20:44881514:44881515"
"chr1:245014010:245014011",0.00990866,"chr1:245177312:245177313"
"chr9:36427952:36427953",0.009898948,"chr9:36427949:36427950"
"chr9:84141016:84141017",0.009890692,"chr9:86755931:86755932"
"chr19:33048979:33048980",0.009886208,"chr19:33539885:33539886"
"chr12:98980286:98980287",-0.00988385,"chr12:99374064:99374065"
"chr1:143732654:143732655",-0.009866403,"chr1:149227302:149227303"
"chr14:43966021:43966022",-0.009858202,"chr14:44435224:44435225"
"chr12:98627740:98627741",-0.009854953,"chr12:99021518:99021519"
"chr6:106602906:106602907",0.009853344,"chr6:107050781:107050782"
"chr5:124791170:124791171",0.009848232,"chr5:124126863:124126864"
"chr2:131607497:131607498",-0.009839765,"chr2:132365070:132365071"
"chr19:17449074:17449075",-0.009836923,"chr19:17559883:17559884"
"chr3:181558992:181558993",-0.009834524,"chr3:181276780:181276781"
"chr19:50608067:50608068",0.009827443,"chr19:51111324:51111325"
"chr13:41595839:41595840",0.009825146,"chr13:42169975:42169976"
"chr18:8727491:8727492",-0.009820484,"chr18:8727489:8727490"
"chr10:22012328:22012329",-0.009812734,"chr10:22301257:22301258"
"chr2:194775159:194775160",0.009798974,"chr2:195639883:195639884"
"chr5:24238940:24238941",-0.009789618,"chr5:24239049:24239050"
"chr13:97956048:97956049",-0.009787576,"chr13:98608302:98608303"
"chr9:125146716:125146717",-0.009783333,"chr9:127908995:127908996"
"chr5:172181923:172181924",0.009778528,"chr5:171608927:171608928"
"chr3:166932310:166932311",0.009773395,"chr3:166650098:166650099"
"chr8:94324196:94324197",-0.00977309,"chr8:95336424:95336425"
"chr13:78663952:78663953",0.009770658,"chr13:79238087:79238088"
"chr16:26485606:26485607",-0.009761997,"chr16:26496927:26496928"
"chr2:108350331:108350332",-0.009757806,"chr2:108966787:108966788"
"chr3:1760651:1760652",-0.00974804,"chr3:1802335:1802336"
"chr16:82403832:82403833",0.009714698,"chr16:82437437:82437438"
"chr1:221335884:221335885",-0.009703664,"chr1:221509226:221509227"
"chr10:126186327:126186328",-0.009690972,"chr10:127874896:127874897"
"chr16:86566427:86566428",0.009665324,"chr16:86600033:86600034"
"chr13:52196091:52196092",0.009655604,"chr13:52770226:52770227"
"chr4:65829959:65829960",-0.00965215,"chr4:66695677:66695678"
"chr19:44357014:44357015",0.009647015,"chr19:44861166:44861167"
"chr12:81268659:81268660",0.009640762,"chr12:81662438:81662439"
"chr6:40598776:40598777",0.009640383,"chr6:40566515:40566516"
"chr9:100499575:100499576",0.009635292,"chr9:103261857:103261858"
"chr7:79643078:79643079",-0.009633129,"chr7:79272394:79272395"
"chr12:81174827:81174828",0.009630313,"chr12:81568606:81568607"
"chr3:110972516:110972517",-0.009629028,"chr3:110691363:110691364"
"chr17:43554224:43554225",0.009624341,"chr17:41631592:41631593"
"chr17:3139931:3139932",-0.009616871,"chr17:3043225:3043226"
"chr6:93420346:93420347",0.009610047,"chr6:94130064:94130065"
"chr5:96434663:96434664",0.009608092,"chr5:95770367:95770368"
"chr12:66714132:66714133",-0.009600376,"chr12:67107912:67107913"
"chr15:67834385:67834386",-0.009599173,"chr15:68126723:68126724"
"chr4:6221736:6221737",0.009596116,"chr4:6223463:6223464"
"chr11:75400905:75400906",0.009594971,"chr11:75111949:75111950"
"chr8:142993369:142993370",-0.009594319,"chr8:144074786:144074787"
"chr1:226201314:226201315",-0.009587344,"chr1:226389015:226389016"
"chr10:97545760:97545761",-0.009585086,"chr10:99305517:99305518"
"chr14:21260352:21260353",0.009581598,"chr14:21728511:21728512"
"chr8:89834556:89834557",-0.00957956,"chr8:90846784:90846785"
"chr20:55961280:55961281",-0.009569676,"chr20:54536336:54536337"
"chr10:17809969:17809970",0.00956918,"chr10:17851968:17851969"
"chr2:39228585:39228586",0.009566885,"chr2:39455726:39455727"
"chr20:57138706:57138707",0.009559073,"chr20:55713762:55713763"
"chr8:24942962:24942963",0.00953908,"chr8:24800475:24800476"
"chr4:48317718:48317719",-0.009534739,"chr4:48319735:48319736"
"chr6:143683139:143683140",-0.009533942,"chr6:144004276:144004277"
"chr1:200043377:200043378",0.009528442,"chr1:200012505:200012506"
"chr20:35860475:35860476",-0.009526383,"chr20:34448397:34448398"
"chr2:237894070:237894071",-0.009523929,"chr2:238802712:238802713"
"chr3:14089450:14089451",-0.009522249,"chr3:14130950:14130951"
"chr1:4559766:4559767",-0.009512181,"chr1:4619826:4619827"
"chr14:47019741:47019742",0.009511245,"chr14:47488944:47488945"
"chr3:74708839:74708840",-0.009501145,"chr3:74757990:74757991"
"chr7:55373105:55373106",0.009492633,"chr7:55440798:55440799"
"chr1:237931176:237931177",-0.009491548,"chr1:238094476:238094477"
"chr5:102866742:102866743",0.009482809,"chr5:102202446:102202447"
"chr5:50970090:50970091",0.009481299,"chr5:50265924:50265925"
"chr20:59405779:59405780",-0.009468415,"chr20:57980834:57980835"
"chr17:64838261:64838262",0.009461426,"chr17:62834379:62834380"
"chr17:57719337:57719338",-0.009460282,"chr17:55796698:55796699"
"chr3:10141532:10141533",0.009453908,"chr3:10183216:10183217"
"chr14:56799329:56799330",0.009451013,"chr14:57266047:57266048"
"chr19:47569144:47569145",-0.009450641,"chr19:48072401:48072402"
"chr18:63293314:63293315",-0.009449392,"chr18:60960547:60960548"
"chr17:26750699:26750700",0.009439805,NA
"chr2:163761425:163761426",0.009437339,"chr2:164617935:164617936"
"chr11:6923263:6923264",0.009434052,"chr11:6944494:6944495"
"chr6:27679247:27679248",0.009431409,"chr6:27647026:27647027"
"chr17:73346361:73346362",-0.009424526,"chr17:71342500:71342501"
"chr18:53486505:53486506",0.009423473,"chr18:51012875:51012876"
"chr11:68105632:68105633",0.009420997,"chr11:67873099:67873100"
"chr9:22922866:22922867",-0.009411408,"chr9:22922865:22922866"
"chr1:63319538:63319539",0.009410814,"chr1:63785209:63785210"
"chr11:91873155:91873156",0.009407273,"chr11:91606321:91606322"
"chr9:37038988:37038989",0.009406489,"chr9:37038985:37038986"
"chr12:44584800:44584801",0.009405247,"chr12:44978583:44978584"
"chr7:88169981:88169982",-0.009402274,"chr7:87799296:87799297"
"chr15:53981132:53981133",-0.009397098,"chr15:54273329:54273330"
"chr14:21730610:21730611",-0.009393604,"chr14:22198884:22198885"
"chr22:24989232:24989233",-0.009393258,"chr22:25385199:25385200"
"chr6:3724277:3724278",-0.009389336,"chr6:3724511:3724512"
"chr22:30597952:30597953",-0.009387998,"chr22:30993939:30993940"
"chr18:33467463:33467464",-0.009387712,"chr18:31047427:31047428"
"chr12:5028799:5028800",-0.009382896,"chr12:5137965:5137966"
